SECCION 1 - RESUMEN POR ZONA

"Zona","Matriculas","Personas","Capacidad (meta)","Cupos disponibles","Ocupacion (%)","Cursos","Grupos","En espera","Cursos baja ocupacion (<30%)"
Bogota & Cundinamarca,5959,5959,8750,2791,68.1,36,168,106,8
Antioquia Eje Cafetero,2602,2602,4900,2298,53.1,25,95,16,8
Caribe,1841,1841,2400,559,76.7,23,47,13,3
Santanderes & Boyaca,1365,1365,1470,105,92.9,16,28,11,2
Pacifico,3622,3622,4550,928,79.6,27,88,49,3
Sur y Llanos,3038,3038,5150,2112,59.0,20,103,42,4
Total 6 zonas,18427,18427,27220,8793,67.7,,529,237,28

SECCION 2 - DETALLE DE CURSOS POR ZONA

"Zona","Codigo","Curso","Grupos","Capacidad","Matriculados","Disponibles","Grupos llenos","En espera"
Todas (6 zonas),Tolima,Iglesia chicoral,0
Todas (6 zonas),Valle del Cauca,Andalucia,0
Todas (6 zonas),Valle del Cauca,El Carmelo,0
Todas (6 zonas),Risaralda,Guatica,0

SECCION 5 - OTROS DATOS GLOBALES

"Categoria","Etiqueta","Valor"
genero,F,18418
genero,M,4928
edad,18-25,2698
edad,26-35,4308
edad,36-45,4730
edad,46-60,7233
edad,61+,3616
etnia,Ninguno,21346
etnia,Afrodescendientes,1521
etnia,Indigenas,385
etnia,Raizales,84
etnia,Rrom (Gitano),8
etnia,(sin dato),2
discapacidad,Con alguna condicion reportada,661
discapacidad,Sin condicion (Ninguna),8

SECCION 6 - IGLESIAS CON INSCRIPCION (COLOMBIA)

"Departamento","Iglesia","Inscritos"
Cundinamarca,La Colina,291
Valle del Cauca,Cambulos,250
Cundinamarca,Galan,245
Cundinamarca,Engativa,237
Valle del Cauca,PACARA,229
Cundinamarca,Santander,227
Cundinamarca,Soacha autopista o Soacha centro,197
Cundinamarca,Ferias,191
Cundinamarca,La Granja,187
Cundinamarca,Orquideas,178
Cundinamarca,Fontibon,176
Antioquia,Itagui,174
Cundinamarca,Santa Lucia,171
Norte de Santander,Rosetal,164
Cundinamarca,Suba Flores,158
Valle del Cauca,Pasoancho,150
Cundinamarca,Candelaria,149
Bolivar,Avenida Pedro de Heredia,143
Cundinamarca,Sosiego,142
Cundinamarca,Suba Rincon,136
Cauca,Popayan Sur,132
Bolivar,Portales,131
Cundinamarca,Kennedy central,129
Cundinamarca,Fusagasuga,128
Narino,Fatima,127
Meta,San Marcos,122
Valle del Cauca,El Troncal,115
Cordoba,Monteria Barrio Sucre,112
Cundinamarca,Suba Pinar,110
Cundinamarca,Facatativa,109
Cundinamarca,Prado Veraniego,108
Antioquia,San Diego,107
Caldas,Manizales Norte,106
Cundinamarca,Carvajal,105
Cundinamarca,Chia,102
Antioquia,Apartado,102
Boyaca,Sogamoso,100
Antioquia,Bello,100
Boyaca,Tunja,98
Casanare,Vencedores,95
Cauca,Popayan Norte,95
Atlantico,Villa Estadio,94
Antioquia,Caribe,92
Valle del Cauca,El Cambio,88
Caqueta,Florencia Sur,87
Huila,SUR,87
Cundinamarca,La Alqueria,85
Cundinamarca,Valladolid,84
Cundinamarca,Suba Lisboa,84
Valle del Cauca,Piloto,83
Risaralda,Pereira Cuba,83
Cundinamarca,Madrid,81
Cundinamarca,Bosa Estacion,81
Cundinamarca,Lucero Bajo,80
Tolima,Picalena,80
Cundinamarca,Lijaca,79
Arauca,Saravena,78
Choco,Medrano,78
Meta,EL TERMINAL,78
Valle del Cauca,Los Lagos,77
Bolivar,IGLESIA DE DIOS MINISTERIAL DE JESUCRISTO INTERNACIONAL,77
Boyaca,Duitama,76
Meta,Acacias,76
Risaralda,Guadalupe,74
Narino,Centro,73
Cundinamarca,Serrezuelita,73
Cundinamarca,Santa Librada,73
Risaralda,Pereira Centro,72
Narino,Heroes,72
Bolivar,Del Castillo,72
Cundinamarca,Cajica,72
Cundinamarca,Chapinero,71
Choco,Centro,71
Santander,Barrancabermeja,70
Quindio,Postobon,70
Cundinamarca,Zipaquira,70
Cundinamarca,La Victoria,69
Cundinamarca,Parque de las Aguas,69
Valle del Cauca,12 de Octubre,69
Cundinamarca,Cedritos,68
Cundinamarca,Class Roma,68
Cundinamarca,Ubate,68
Quindio,Armenia Norte,68
Atlantico,Boston,66
Cundinamarca,Patio Bonito,65
Cauca,Ciudad Jardin,65
Cundinamarca,San Vicente Ferrer,64
Cauca,Popayan Occidente,63
Atlantico,La Pradera,63
Santander,Exito,63
Huila,norte,63
Cundinamarca,Silvania,62
Magdalena,Avenida Libertador,62
Cundinamarca,Bosa Recreo,62
Valle del Cauca,Popular,61
Meta,Ciudad Milenio,61
Bolivar,Ceballos,60
Caldas,Centro- Linares,59
Atlantico,Puerto Colombia,59
Tolima,LA QUINTA,59
Valle del Cauca,Terranova,58
Meta,Puerto Gaitan,58
Tolima,Las Ferias,56
Valle del Cauca,Centro,55
Meta,Dos Mil,55
Tolima,La Floresta,55
Antioquia,Villanueva,54
Cundinamarca,Usme,53
Antioquia,CALASANZ,53
Tolima,El Jardin,52
Cauca,Santander de Quilichao,52
Magdalena,Fundacion,51
Valle del Cauca,Independencia,51
Arauca,Arauca Cristo Rey,51
Valle del Cauca,La 10,51
Bolivar,El Carmen de Bolivar,50
Antioquia,Rionegro,50
Atlantico,Riomar,49
Narino,La Taguera,49
Valle del Cauca,Llanogrande,49
Cundinamarca,Girardot,48
Santander,Floridablanca,48
La Guajira,Riohacha,47
Valle del Cauca,Libertadores,47
Cundinamarca,Tocancipa,46
Cundinamarca,Las Mercedes,46
Caqueta,Florencia -Centro,45
Cesar,Mayales,45
Meta,Puerto Lopez,44
Arauca,Tame,44
Narino,Ipiales,43
Cundinamarca,funza,43
Valle del Cauca,Yumbo,41
Norte de Santander,Aeropuerto,41
Magdalena,Ferrocarril,41
Santander,Piedecuesta,41
Antioquia,Necocli,40
Quindio,La Pista,40
Meta,Doce de Octubre,40
Cundinamarca,Sesquile,39
Antioquia,Marinilla,39
Tolima,Melgar,39
Boyaca,Paipa,39
Valle del Cauca,Florida,39
Cundinamarca,Suba Fontanar,38
Antioquia,SABANETA,37
Valle del Cauca,Puebo Nuevo,37
Caldas,centro,37
Magdalena,Pivijay,37
Huila,Rivera,36
Cordoba,Villa Fatima,36
Cundinamarca,Cota,36
Magdalena,CIENAGA,35
Huila,Centro,34
Cordoba,Cerete,33
Boyaca,Chiquinquira,33
Tolima,Cerca a la la estacion de gasolina Mendoza,33
Antioquia,Copacabana,33
Huila,Las Palmas,33
Tolima,GAVIOTA,32
Putumayo,Puerto Asis,32
Valle del Cauca,Zamorano,32
Putumayo,Mocoa,32
Cundinamarca,El Rosal,32
Narino,"Samaniego, Narino",32
Quindio,Calarca Norte,31
Meta,BRISAS DEL LLANO,31
Arauca,Fortul,30
Atlantico,La Loma,30
Quindio,Circasia,30
Antioquia,Manrique,30
Huila,Garzon,30
Cundinamarca,Tenjo,29
Cauca,El Bordo,29
Caldas,Chinchina,29
Tolima,Flandes quintas,29
Tolima,El Salado,28
Caqueta,San Vicente del Caguan,28
Valle del Cauca,BUGA,28
Caqueta,LA ORIENTAL,28
Antioquia,El Carmen de Viboral,27
Valle del Cauca,Villagorgona,27
Bolivar,Turbaco,27
Boyaca,Puerto Boyaca,27
Quindio,Calle 30,27
Putumayo,La Hormiga,27
Magdalena,Rodadero,27
Huila,Tello,27
Quindio,Sur,26
Risaralda,El Poblado,26
Meta,Vistahermosa,26
Cundinamarca,Soacha Compartir,26
Cundinamarca,Mesitas de El Colegio,26
Caldas,Villamaria,26
Atlantico,La Ceiba,26
Choco,Huapango,26
"Archipielago de San Andres, Providencia y Santa Catalina",Iglesia Cartagena Alegre,26
Casanare,Paz de Ariporo,25
Casanare,Sector Llano Lindo,25
Huila,Trinidad - centro,25
Valle del Cauca,Guacari,25
Antioquia,La Ceja,25
Santander,Giron,25
Cauca,Vereda de Torres,25
Meta,Granada,25
Meta,Iglesia de Cumaral,25
Cundinamarca,La Calera,25
Cauca,Puerto Tejada,24
Cauca,Piendamo,24
Risaralda,2500 lotes,24
Antioquia,Caldas,24
Cauca,"Timbio, Cauca",24
Antioquia,Sopetran,24
Choco,Istmina,24
Meta,Castilla la Nueva,24
Cauca,Caloto,23
Cundinamarca,VILLETA,23
Norte de Santander,Los Patios,23
Valle del Cauca,Darien,23
Caldas,supia,23
Arauca,San Isidro,23
Meta,Iglesia Cubarral,23
Valle del Cauca,Bella Suiza,23
Narino,Catambuco,22
Huila,campoalegre,22
Antioquia,Chigorodo,22
Cundinamarca,Al lado del Club La Riviera,22
Sucre,Centro,22
Antioquia,Centro,22
Norte de Santander,Comuneros,22
Caldas,Las Ferias,22
Risaralda,Barrio Villavicencio,22
Valle del Cauca,Poblado,22
Risaralda,La Virginia,22
Tolima,Purificacion,21
Valle del Cauca,Americas,21
Cordoba,CARRILLO,21
Norte de Santander,Aguas Calientes,21
Risaralda,Belen de umbria,21
Cundinamarca,Guasca,21
Valle del Cauca,corregimiento Rozo,21
Valle del Cauca,Pradera,20
Tolima,San Sebastian de Mariquita,20
Antioquia,Carepa,20
Cundinamarca,Viota,20
Casanare,Villanueva,20
Tolima,Miramar,20
Narino,Buesaco,20
Atlantico,Las Nieves,20
Huila,Suaza,19
Narino,Tuquerres,19
Meta,Copecal,19
Atlantico,Sabanagrande,19
Valle del Cauca,Roldanillo,19
Valle del Cauca,Pavas,19
Bolivar,Bocagrande,19
Norte de Santander,Atalalaya,19
Valle del Cauca,El Cerrito,18
Valle del Cauca,Vijes,18
Tolima,Espinal,18
Cundinamarca,Guacheta,18
Cauca,Corinto,18
Cesar,Bosconia,18
Caqueta,Puerto Rico,18
Cesar,Villalba,18
Boyaca,Otanche,18
Cundinamarca,Sopo,17
Antioquia,Girardota,17
Tolima,Honda,17
Antioquia,Envigado,17
Risaralda,Centro,17
Huila,La Plata,17
Norte de Santander,Cucuta,17
Cordoba,Tierralta,17
Caldas,Viterbo,17
Antioquia,Guarne,17
Norte de Santander,Pamplona,17
Valle del Cauca,Calle Real,17
Valle del Cauca,Montebello,17
Huila,Isnos,17
Antioquia,El Totumo,16
Cundinamarca,San Antonio Del Tequendama.,16
Antioquia,El Poblado,16
Caldas,Palestina,16
Risaralda,Santuario,16
Huila,San Agustin,16
Valle del Cauca,Kennedy,16
Valle del Cauca,Los Alpes,16
Cundinamarca,Subachoque,16
Cundinamarca,La Mesa,16
La Guajira,Rancheria Pulitchamana,16
Huila,Algeciras,16
Narino,La Cruz,16
Meta,San Martin,16
Meta,Guamal,16
Risaralda,Alameda,16
Cundinamarca,Pacho,15
Caldas,Filadelfia,15
Putumayo,Sibundoy,15
La Guajira,San Jose,15
Putumayo,Orito,15
Santander,Malaga,15
Caqueta,Albania,15
Sucre,San Onofre,15
Cauca,Miranda,15
Casanare,Tauramena,15
Cundinamarca,Choachi,15
Norte de Santander,Villa del Rosario,15
Valle del Cauca,Terron Colorado,14
Risaralda,PEREIRA GALICIA,14
Cundinamarca,Puerto Salgar,14
Cundinamarca,Simijaca,14
Boyaca,Sachica,14
Santander,Barbosa,14
Caqueta,Cartagena del chaira,14
Choco,Pizarro,14
Putumayo,Puerto Leguizamo,14
Caldas,Anserma,14
Meta,La reliquia,13
Atlantico,Malambo,13
Valle del Cauca,Andalucia la Estacion,13
Cundinamarca,Grupo de reunion de Subia,13
Caldas,Risaralda,13
Norte de Santander,Chinacota,13
Tolima,Palocabildo,13
Quindio,Quimbaya,13
Norte de Santander,Santa clara,13
Antioquia,Nueva Colonia,13
Valle del Cauca,Zarzal,13
Meta,Fuente de Oro,13
Valle del Cauca,Ginebra,13
Santander,San Gil,13
Norte de Santander,Ocana,13
Cundinamarca,salida a Cajica,12
Tolima,Alvarado,12
Choco,Acandi,12
Caldas,Aguadas,12
Cesar,Aguachica,12
Guaviare,El Retorno,12
Tolima,Natagaima,12
Risaralda,La Popa,12
Huila,Barrio Villa Matilde,12
Vichada,Puerto Carreno,12
Guainia,Inirida,11
Huila,Neiva Caguan,11
Meta,Lejanias,11
Cundinamarca,San Bernardo,11
Putumayo,Villagarzon,11
Santander,Puente Nacional,11
Caqueta,Belen de Los Andaquies,11
Choco,IGLESIA DE TADO,11
Magdalena,El Banco,11
Caldas,Corregimiento Samaria,11
Cesar,Agustin Codazzi,11
Cordoba,Centenario,11
Tolima,Fresno,11
Santander,Socorro,11
Cesar,La Jagua de Ibirico,11
Guaviare,La Esperanza,11
Valle del Cauca,La Union Barrio Belen,11
Bolivar,Arjona,10
Caldas,La Enea,10
Caqueta,Paujil,10
Cordoba,Montelibano,10
Valle del Cauca,La 40 Alvernia Tulua,10
Quindio,Genova,10
Antioquia,Caucasia,10
Huila,Palermo,10
Quindio,Barcelona,10
Cundinamarca,Ricaurte,10
Cundinamarca,La Vega,10
Cauca,El Tambo,10
Huila,AIPE,10
Narino,Carlos Lleras,10
Valle del Cauca,Caicedonia,10
Casanare,Monterrey,10
Cesar,Curumani,9
Santander,San Vicente de Chucuri,9
Risaralda,Puerto Caldas,9
Boyaca,Guateque,9
Guaviare,Primero de Mayo,9
Meta,San Juan de Arama,9
Santander,El Centro de Ecopetrol,9
Cundinamarca,Tocaima,8
Boyaca,Saboya,8
Santander,Bucaramanga Norte,8
Huila,TERUEL,8
Valle del Cauca,obando,8
Narino,San Pablo,8
Huila,NEIVA CENTRO,8
Santander,Puerto Wilches,8
Boyaca,Garagoa,8
Tolima,Flandes San Luis,8
Antioquia,Cisneros,8
Quindio,La Tebaida,8
Narino,Guaitarilla,7
Valle del Cauca,Riofrio,7
Tolima,Ortega,7
Boyaca,Tasco,7
Cauca,Rosas,7
Caqueta,Curillo,7
Huila,Tesalia,7
Choco,Iglesia De Condoto,7
Choco,Capurgana,7
Santander,Velez,7
Caldas,Pacora,7
Huila,Amborco,7
Valle del Cauca,Cartago Santana,7
Cauca,Guachene,7
Huila,La Argentina,7
Cauca,Villarica,7
Valle del Cauca,Ansermanuevo,7
Caqueta,El Doncello,7
Boyaca,Turmeque,7
Choco,Bahia Solano,7
Cundinamarca,Guaduas,7
Amazonas,LETICIA,7
Cundinamarca,Ubaque,6
Huila,Elias,6
Antioquia,Amaga,6
Choco,Certegui,6
Sucre,Sampues,6
Boyaca,Samaca,6
Cordoba,CALLE CHINU,6
Risaralda,Marsella,6
Caqueta,la montanita,6
Cundinamarca,Arbelaez,6
Cauca,Timbiqui,6
Valle del Cauca,Corregimiento la Marina,6
Valle del Cauca,TARRAGONA,6
Magdalena,El Reten,6
Boyaca,Tibana,6
Antioquia,Segovia,5
Tolima,Lerida Centro,5
Caqueta,OCCIDENTAL,5
Cundinamarca,Guayabal de Siquima,5
Tolima,Saldana,5
Antioquia,Andes,5
Huila,acevedo,5
Caldas,Neira,5
Valle del Cauca,BUGALAGRANDE,5
Tolima,Guamo,5
Valle del Cauca,Belhorizonte,5
Caqueta,Morelia,5
Cordoba,Valencia,5
Santander,Lebrija,5
Cauca,Caldono,5
Quindio,Pueblo Tapao,5
Sucre,Corozal,5
Sucre,Santiago de Tolu,5
Caldas,Salamina,4
Choco,Bajira,4
Cundinamarca,Choconta,4
Antioquia,Zaragoza,4
Santander,Sabana de Torres,4
Cundinamarca,San Francisco,4
Narino,"Sandona, Narino",4
Cesar,El Copey,4
La Guajira,CUESTECITAS,4
Meta,la ministerial,4
Quindio,Cordoba,4
Valle del Cauca,Salida la union,4
Tolima,Iglesia de Rovira,4
Atlantico,Santa Lucia,4
Cundinamarca,Cambao,4
Bolivar,Iglesia de Bayunca,4
Tolima,San Luis,3
Choco,Bojaya,3
Quindio,Salento,3
Cordoba,IDMJI CIENAGA DE ORO,3
Bolivar,Pasacaballos,3
Tolima,Villarrica,3
Cordoba,La Apartada,3
Vaupes,Colombia • Vaupes • Mitu • Av 15 # 5 - 136 - Br. San Jose - Via Malecon - Contacto: 3135927379 ,3
Casanare,Aguazul,3
Cundinamarca,Porvenir Rio,3
Choco,Yuto,3
Cesar,San Alberto,3
Antioquia,Colegio 20 de Julio,3
Boyaca,Villa de Leyva,3
Caqueta,san jose,3
Cauca,La Sierra,3
Santander,Charala,3
Risaralda,LA CELIA,3
Risaralda,Apia,3
Caqueta,Solano,3
Caqueta,Valparaiso,3
Cauca,Piamonte,3
Bolivar,Santa Rosa,2
Antioquia,Santa fe de Antioquia,2
Tolima,Carmen de Apicala,2
Narino,Taminango,2
Magdalena,Iglesia Ministerial,2
Cundinamarca,Fomeque,2
Boyaca,Moniquira,2
Caldas,Pensilvania,2
Cauca,Cuarto Esquinas,2
Cauca,Mondomo,2
La Guajira,Rancheria Jonjoncito,2
Risaralda,Caimalito,2
Valle del Cauca,Alcala,2
Caldas,Belalcazar,2
Antioquia,Caseta comunal 28 de octubre,2
Valle del Cauca,Corregimiento de Bitaco,2
Tolima,San Antonio,2
Magdalena,Aracataca,2
Norte de Santander,Colombia • Norte de Santander • Gramalote • Manzana 28 Casa 16B. Barrio Nueva Granada,2
Putumayo,"La Tagua,",2
Boyaca,Tenza,2
Boyaca,Muzo,2
Cundinamarca,San Juan de Rio Seco,2
Magdalena,Isla del Rosario,2
Antioquia,Santa Barbara,2
Cesar,PUEBLO BELLO,2
Cordoba,IDMJI Colegio lacides,2
Quindio,IGLESIA PIJAO,2
Sucre,Laguna flor,2
Cundinamarca,Caparrapi,2
Atlantico,Centro,2
Caldas,"La Merced, Caldas",2
Cesar,La Paz,2
Bolivar,IDMJI DE MOMPOX,1
Boyaca,Santana,1
Cundinamarca,Cachipay,1
La Guajira,Uribia,1
Meta,IGLESIA DE DIOS MINISTERIAL DE JESUCRITO INTERNACIONAL,1
Antioquia,San Antonio de Prado,1
Quindio,La Virginia,1
Quindio,Filandia,1
Caqueta,Solita,1
Cauca,Cajibio,1
Cauca,Buenos Aires,1
Cauca,Sucre,1
Santander,Jesus Maria,1
Risaralda,La Hermosa,1
Quindio,Escuela la Cascada,1
Tolima,Planadas,1
Sucre,SAN MARCOS,1
Cundinamarca,San Carlos,1
Valle del Cauca,Salonica,1
Valle del Cauca,Panamericano,1
Valle del Cauca,Prado,1
Valle del Cauca,La Cumbre,1
Magdalena,Colombia • Magdalena • Plato • Calle 13 No. 16A-44 Barrio El Carmen  (frente a la Biblioteca municipal),1
Caldas,Riosucio,1
Santander,Capitanejo,1
Cundinamarca,Chipaque,1
Antioquia,BARBOSA,1
Antioquia,IDMJI,1
Tolima,IGLESIA DE COYAIMA,1
Boyaca,Aquitania,1
Huila,Bruselas,1
Narino,Ricaurte,1
Boyaca,Vereda Jaraquira,1
Magdalena,Rio Frio,1
Boyaca,Nuevo Colon,1
Atlantico,ponedera,1
Antioquia,Ciudad Bolivar,1
Valle del Cauca,Colombia • Valle del Cauca • Guadalajara de Buga • Corregimiento de la Habana tres esquinas,1
Valle del Cauca,Vallejuelo,1
Risaralda,Mistrato,1
Antioquia,La Union,1
Caldas,Manzanares,1
Tolima,El Tablazo,1
Narino,Ancuya,1
Santander,Cimitarra,1
Bolivar,La Boquilla,1
Cundinamarca,La Palma,1
Antioquia,San Pedro de Uraba,1
Valle del Cauca,Obelisco,1
Valle del Cauca,San Pedro,1
Guaviare,Calamar,1
Norte de Santander,La Gabarra,1
Atlantico,TUBARA,1
Valle del Cauca,La Fresneda,1
Valle del Cauca,Robledo,1
Valle del Cauca,Ciudad del Campo,1
Antioquia,Colombia • Antioquia • La Estrella • Calle 82 A Sur  # 55 G - 2 a 55 G - 4 Salon de la Junta de accionistas comunal. Barrio Escobar ,1
Risaralda,QUINCHIA,1

SECCION 7 - METADATOS

"Clave","Valor"
corte_datos,2026-08-12T18:38:55.182216-05:00
